operator,kwargs,input_shape,cpu_time,gpu_time
ConvTranspose2d,"in_channels=32,kernel_size=5,out_channels=64,stride=1","(1, 32, 256, 256)",3.617ms,3.168ms
ConvTranspose2d,"in_channels=32,kernel_size=5,out_channels=64,stride=1","(1, 32, 640, 640)",19.578ms,19.102ms
ConvTranspose2d,"in_channels=32,kernel_size=5,out_channels=64,stride=1","(8, 32, 96, 96)",1.837ms,1.372ms
ConvTranspose2d,"in_channels=32,kernel_size=5,out_channels=64,stride=1","(8, 32, 256, 256)",9.868ms,9.390ms
ConvTranspose2d,"in_channels=32,kernel_size=5,out_channels=64,stride=1","(8, 32, 640, 640)",59.211ms,58.747ms
ConvTranspose2d,"in_channels=32,kernel_size=5,out_channels=64,stride=2","(1, 32, 96, 96)",0.873ms,0.56ms
ConvTranspose2d,"in_channels=32,kernel_size=5,out_channels=64,stride=2","(1, 32, 256, 256)",4.034ms,3.696ms
ConvTranspose2d,"in_channels=32,kernel_size=5,out_channels=64,stride=2","(1, 32, 640, 640)",24.380ms,24.001ms
ConvTranspose2d,"in_channels=32,kernel_size=5,out_channels=64,stride=2","(8, 32, 96, 96)",4.752ms,4.380ms
ConvTranspose2d,"in_channels=32,kernel_size=5,out_channels=64,stride=2","(8, 32, 256, 256)",29.963ms,29.554ms
ConvTranspose2d,"in_channels=32,kernel_size=5,out_channels=64,stride=2","(8, 32, 640, 640)",194.910ms,194.531ms
ConvTranspose2d,"in_channels=64,kernel_size=3,out_channels=8,stride=1","(1, 64, 96, 96)",0.468ms,0.102ms
ConvTranspose2d,"in_channels=64,kernel_size=3,out_channels=8,stride=1","(1, 64, 256, 256)",0.584ms,0.226ms
ConvTranspose2d,"in_channels=64,kernel_size=3,out_channels=8,stride=1","(1, 64, 640, 640)",1.719ms,1.289ms
ConvTranspose2d,"in_channels=64,kernel_size=3,out_channels=8,stride=1","(8, 64, 96, 96)",0.632ms,0.25ms
ConvTranspose2d,"in_channels=64,kernel_size=3,out_channels=8,stride=1","(8, 64, 256, 256)",2.068ms,1.642ms
ConvTranspose2d,"in_channels=64,kernel_size=3,out_channels=8,stride=1","(8, 64, 640, 640)",10.597ms,10.177ms
ConvTranspose2d,"in_channels=64,kernel_size=3,out_channels=8,stride=2","(1, 64, 96, 96)",0.373ms,0.059ms
ConvTranspose2d,"in_channels=64,kernel_size=3,out_channels=8,stride=2","(1, 64, 256, 256)",0.666ms,0.326ms
ConvTranspose2d,"in_channels=64,kernel_size=3,out_channels=8,stride=2","(1, 64, 640, 640)",2.263ms,1.878ms
ConvTranspose2d,"in_channels=64,kernel_size=3,out_channels=8,stride=2","(8, 64, 96, 96)",0.693ms,0.357ms
ConvTranspose2d,"in_channels=64,kernel_size=3,out_channels=8,stride=2","(8, 64, 256, 256)",2.737ms,2.349ms
ConvTranspose2d,"in_channels=64,kernel_size=3,out_channels=8,stride=2","(8, 64, 640, 640)",17.711ms,17.323ms
ConvTranspose2d,"in_channels=64,kernel_size=3,out_channels=32,stride=1","(1, 64, 96, 96)",0.466ms,0.051ms
ConvTranspose2d,"in_channels=64,kernel_size=3,out_channels=32,stride=1","(1, 64, 256, 256)",0.699ms,0.307ms
ConvTranspose2d,"in_channels=64,kernel_size=3,out_channels=32,stride=1","(1, 64, 640, 640)",2.358ms,1.926ms
ConvTranspose2d,"in_channels=64,kernel_size=3,out_channels=32,stride=1","(8, 64, 96, 96)",0.789ms,0.383ms
ConvTranspose2d,"in_channels=64,kernel_size=3,out_channels=32,stride=1","(8, 64, 256, 256)",2.806ms,2.369ms
ConvTranspose2d,"in_channels=64,kernel_size=3,out_channels=32,stride=1","(8, 64, 640, 640)",16.414ms,15.970ms
ConvTranspose2d,"in_channels=64,kernel_size=3,out_channels=32,stride=2","(1, 64, 96, 96)",0.487ms,0.176ms
ConvTranspose2d,"in_channels=64,kernel_size=3,out_channels=32,stride=2","(1, 64, 256, 256)",1.620ms,1.178ms
ConvTranspose2d,"in_channels=64,kernel_size=3,out_channels=32,stride=2","(1, 64, 640, 640)",7.050ms,6.697ms
ConvTranspose2d,"in_channels=64,kernel_size=3,out_channels=32,stride=2","(8, 64, 96, 96)",1.513ms,1.201ms
ConvTranspose2d,"in_channels=64,kernel_size=3,out_channels=32,stride=2","(8, 64, 256, 256)",8.891ms,8.511ms
ConvTranspose2d,"in_channels=64,kernel_size=3,out_channels=32,stride=2","(8, 64, 640, 640)",53.770ms,53.388ms
ConvTranspose2d,"in_channels=64,kernel_size=3,out_channels=64,stride=1","(1, 64, 96, 96)",0.494ms,0.086ms
ConvTranspose2d,"in_channels=64,kernel_size=3,out_channels=64,stride=1","(1, 64, 256, 256)",0.99ms,0.572ms
ConvTranspose2d,"in_channels=64,kernel_size=3,out_channels=64,stride=1","(1, 64, 640, 640)",4.021ms,3.517ms
ConvTranspose2d,"in_channels=64,kernel_size=3,out_channels=64,stride=1","(8, 64, 96, 96)",1.067ms,0.694ms
ConvTranspose2d,"in_channels=64,kernel_size=3,out_channels=64,stride=1","(8, 64, 256, 256)",4.808ms,4.337ms
ConvTranspose2d,"in_channels=64,kernel_size=3,out_channels=64,stride=1","(8, 64, 640, 640)",28.930ms,28.448ms
ConvTranspose2d,"in_channels=64,kernel_size=3,out_channels=64,stride=2","(1, 64, 96, 96)",0.615ms,0.303ms
ConvTranspose2d,"in_channels=64,kernel_size=3,out_channels=64,stride=2","(1, 64, 256, 256)",2.338ms,2.003ms
ConvTranspose2d,"in_channels=64,kernel_size=3,out_channels=64,stride=2","(1, 64, 640, 640)",12.666ms,12.283ms
ConvTranspose2d,"in_channels=64,kernel_size=3,out_channels=64,stride=2","(8, 64, 96, 96)",2.652ms,2.291ms
ConvTranspose2d,"in_channels=64,kernel_size=3,out_channels=64,stride=2","(8, 64, 256, 256)",16.071ms,15.688ms
ConvTranspose2d,"in_channels=64,kernel_size=3,out_channels=64,stride=2","(8, 64, 640, 640)",113.763ms,113.401ms
ConvTranspose2d,"in_channels=64,kernel_size=5,out_channels=8,stride=1","(1, 64, 96, 96)",0.662ms,0.323ms
ConvTranspose2d,"in_channels=64,kernel_size=5,out_channels=8,stride=1","(1, 64, 256, 256)",0.893ms,0.573ms
ConvTranspose2d,"in_channels=64,kernel_size=5,out_channels=8,stride=1","(1, 64, 640, 640)",3.206ms,2.818ms
ConvTranspose2d,"in_channels=64,kernel_size=5,out_channels=8,stride=1","(8, 64, 96, 96)",1.189ms,1.107ms
ConvTranspose2d,"in_channels=64,kernel_size=5,out_channels=8,stride=1","(8, 64, 256, 256)",5.814ms,7.715ms
ConvTranspose2d,"in_channels=64,kernel_size=5,out_channels=8,stride=1","(8, 64, 640, 640)",22.749ms,22.361ms
ConvTranspose2d,"in_channels=64,kernel_size=5,out_channels=8,stride=2","(1, 64, 96, 96)",0.424ms,0.097ms
ConvTranspose2d,"in_channels=64,kernel_size=5,out_channels=8,stride=2","(1, 64, 256, 256)",0.951ms,0.602ms
ConvTranspose2d,"in_channels=64,kernel_size=5,out_channels=8,stride=2","(1, 64, 640, 640)",4.066ms,3.685ms
ConvTranspose2d,"in_channels=64,kernel_size=5,out_channels=8,stride=2","(8, 64, 96, 96)",0.987ms,0.646ms
ConvTranspose2d,"in_channels=64,kernel_size=5,out_channels=8,stride=2","(8, 64, 256, 256)",4.928ms,4.540ms
ConvTranspose2d,"in_channels=64,kernel_size=5,out_channels=8,stride=2","(8, 64, 640, 640)",29.197ms,28.749ms
ConvTranspose2d,"in_channels=64,kernel_size=5,out_channels=32,stride=1","(1, 64, 96, 96)",0.729ms,0.289ms
ConvTranspose2d,"in_channels=64,kernel_size=5,out_channels=32,stride=1","(1, 64, 256, 256)",2.120ms,1.716ms
ConvTranspose2d,"in_channels=64,kernel_size=5,out_channels=32,stride=1","(1, 64, 640, 640)",10.753ms,10.279ms
ConvTranspose2d,"in_channels=64,kernel_size=5,out_channels=32,stride=1","(8, 64, 96, 96)",1.410ms,1.471ms
ConvTranspose2d,"in_channels=64,kernel_size=5,out_channels=32,stride=1","(8, 64, 256, 256)",7.122ms,9.571ms
ConvTranspose2d,"in_channels=64,kernel_size=5,out_channels=32,stride=1","(8, 64, 640, 640)",40.023ms,59.037ms
ConvTranspose2d,"in_channels=64,kernel_size=5,out_channels=32,stride=2","(1, 64, 96, 96)",0.686ms,0.315ms
ConvTranspose2d,"in_channels=64,kernel_size=5,out_channels=32,stride=2","(1, 64, 256, 256)",2.410ms,2.076ms
ConvTranspose2d,"in_channels=64,kernel_size=5,out_channels=32,stride=2","(1, 64, 640, 640)",13.662ms,13.282ms
ConvTranspose2d,"in_channels=64,kernel_size=5,out_channels=32,stride=2","(8, 64, 96, 96)",2.720ms,2.384ms
ConvTranspose2d,"in_channels=64,kernel_size=5,out_channels=32,stride=2","(8, 64, 256, 256)",16.699ms,16.320ms
ConvTranspose2d,"in_channels=64,kernel_size=5,out_channels=32,stride=2","(8, 64, 640, 640)",110.743ms,110.388ms
ConvTranspose2d,"in_channels=64,kernel_size=5,out_channels=64,stride=1","(1, 64, 96, 96)",1.022ms,0.601ms
ConvTranspose2d,"in_channels=64,kernel_size=5,out_channels=64,stride=1","(1, 64, 256, 256)",4.032ms,3.605ms
ConvTranspose2d,"in_channels=64,kernel_size=5,out_channels=64,stride=1","(1, 64, 640, 640)",20.227ms,19.777ms
ConvTranspose2d,"in_channels=64,kernel_size=5,out_channels=64,stride=1","(8, 64, 96, 96)",2.061ms,1.664ms
ConvTranspose2d,"in_channels=64,kernel_size=5,out_channels=64,stride=1","(8, 64, 256, 256)",11.926ms,11.451ms
ConvTranspose2d,"in_channels=64,kernel_size=5,out_channels=64,stride=1","(8, 64, 640, 640)",88.276ms,82.835ms
ConvTranspose2d,"in_channels=64,kernel_size=5,out_channels=64,stride=2","(1, 64, 96, 96)",1.105ms,0.745ms
ConvTranspose2d,"in_channels=64,kernel_size=5,out_channels=64,stride=2","(1, 64, 256, 256)",5.034ms,4.692ms
ConvTranspose2d,"in_channels=64,kernel_size=5,out_channels=64,stride=2","(1, 64, 640, 640)",30.198ms,29.814ms
ConvTranspose2d,"in_channels=64,kernel_size=5,out_channels=64,stride=2","(8, 64, 96, 96)",6.065ms,5.711ms
ConvTranspose2d,"in_channels=64,kernel_size=5,out_channels=64,stride=2","(8, 64, 256, 256)",36.946ms,36.563ms
ConvTranspose2d,"in_channels=64,kernel_size=5,out_channels=64,stride=2","(8, 64, 640, 640)",231.596ms,231.192ms
ConvTranspose2d,"in_channels=128,kernel_size=3,out_channels=8,stride=1","(1, 128, 96, 96)",0.62ms,0.204ms
ConvTranspose2d,"in_channels=128,kernel_size=3,out_channels=8,stride=1","(1, 128, 256, 256)",0.78ms,0.347ms
ConvTranspose2d,"in_channels=128,kernel_size=3,out_channels=8,stride=1","(1, 128, 640, 640)",2.426ms,1.984ms
ConvTranspose2d,"in_channels=128,kernel_size=3,out_channels=8,stride=1","(8, 128, 96, 96)",0.818ms,0.379ms
ConvTranspose2d,"in_channels=128,kernel_size=3,out_channels=8,stride=1","(8, 128, 256, 256)",2.958ms,2.532ms
ConvTranspose2d,"in_channels=128,kernel_size=3,out_channels=8,stride=1","(8, 128, 640, 640)",16.126ms,15.660ms
ConvTranspose2d,"in_channels=128,kernel_size=3,out_channels=8,stride=2","(1, 128, 96, 96)",0.42ms,0.078ms
ConvTranspose2d,"in_channels=128,kernel_size=3,out_channels=8,stride=2","(1, 128, 256, 256)",0.795ms,0.433ms
ConvTranspose2d,"in_channels=128,kernel_size=3,out_channels=8,stride=2","(1, 128, 640, 640)",3.070ms,2.711ms
ConvTranspose2d,"in_channels=128,kernel_size=3,out_channels=8,stride=2","(8, 128, 96, 96)",0.872ms,0.51ms
ConvTranspose2d,"in_channels=128,kernel_size=3,out_channels=8,stride=2","(8, 128, 256, 256)",3.601ms,3.214ms
ConvTranspose2d,"in_channels=128,kernel_size=3,out_channels=8,stride=2","(8, 128, 640, 640)",22.324ms,21.932ms
ConvTranspose2d,"in_channels=128,kernel_size=3,out_channels=32,stride=1","(1, 128, 96, 96)",0.541ms,0.078ms
ConvTranspose2d,"in_channels=128,kernel_size=3,out_channels=32,stride=1","(1, 128, 256, 256)",0.935ms,0.488ms
ConvTranspose2d,"in_channels=128,kernel_size=3,out_channels=32,stride=1","(1, 128, 640, 640)",3.438ms,2.991ms
ConvTranspose2d,"in_channels=128,kernel_size=3,out_channels=32,stride=1","(8, 128, 96, 96)",1.026ms,0.598ms
ConvTranspose2d,"in_channels=128,kernel_size=3,out_channels=32,stride=1","(8, 128, 256, 256)",4.231ms,3.816ms
ConvTranspose2d,"in_channels=128,kernel_size=3,out_channels=32,stride=1","(8, 128, 640, 640)",26.870ms,26.381ms
ConvTranspose2d,"in_channels=128,kernel_size=3,out_channels=32,stride=2","(1, 128, 96, 96)",0.629ms,0.252ms
ConvTranspose2d,"in_channels=128,kernel_size=3,out_channels=32,stride=2","(1, 128, 256, 256)",1.982ms,1.598ms
ConvTranspose2d,"in_channels=128,kernel_size=3,out_channels=32,stride=2","(1, 128, 640, 640)",8.419ms,8.037ms
ConvTranspose2d,"in_channels=128,kernel_size=3,out_channels=32,stride=2","(8, 128, 96, 96)",1.871ms,1.490ms
ConvTranspose2d,"in_channels=128,kernel_size=3,out_channels=32,stride=2","(8, 128, 256, 256)",10.605ms,10.207ms
ConvTranspose2d,"in_channels=128,kernel_size=3,out_channels=32,stride=2","(8, 128, 640, 640)",67.935ms,67.548ms
ConvTranspose2d,"in_channels=128,kernel_size=3,out_channels=64,stride=1","(1, 128, 96, 96)",0.608ms,0.144ms
ConvTranspose2d,"in_channels=128,kernel_size=3,out_channels=64,stride=1","(1, 128, 256, 256)",1.357ms,0.841ms
ConvTranspose2d,"in_channels=128,kernel_size=3,out_channels=64,stride=1","(1, 128, 640, 640)",5.422ms,4.947ms
ConvTranspose2d,"in_channels=128,kernel_size=3,out_channels=64,stride=1","(8, 128, 96, 96)",1.492ms,1.053ms
ConvTranspose2d,"in_channels=128,kernel_size=3,out_channels=64,stride=1","(8, 128, 256, 256)",6.942ms,6.466ms
ConvTranspose2d,"in_channels=128,kernel_size=3,out_channels=64,stride=1","(8, 128, 640, 640)",47.636ms,47.141ms
ConvTranspose2d,"in_channels=128,kernel_size=3,out_channels=64,stride=2","(1, 128, 96, 96)",0.817ms,0.453ms
ConvTranspose2d,"in_channels=128,kernel_size=3,out_channels=64,stride=2","(1, 128, 256, 256)",3.186ms,2.805ms
ConvTranspose2d,"in_channels=128,kernel_size=3,out_channels=64,stride=2","(1, 128, 640, 640)",14.618ms,14.240ms
ConvTranspose2d,"in_channels=128,kernel_size=3,out_channels=64,stride=2","(8, 128, 96, 96)",3.195ms,2.812ms
ConvTranspose2d,"in_channels=128,kernel_size=3,out_channels=64,stride=2","(8, 128, 256, 256)",18.540ms,18.158ms
ConvTranspose2d,"in_channels=128,kernel_size=3,out_channels=64,stride=2","(8, 128, 640, 640)",122.128ms,121.665ms
ConvTranspose2d,"in_channels=128,kernel_size=5,out_channels=8,stride=1","(1, 128, 96, 96)",0.983ms,0.574ms
ConvTranspose2d,"in_channels=128,kernel_size=5,out_channels=8,stride=1","(1, 128, 256, 256)",1.164ms,0.793ms
ConvTranspose2d,"in_channels=128,kernel_size=5,out_channels=8,stride=1","(1, 128, 640, 640)",4.480ms,4.089ms
ConvTranspose2d,"in_channels=128,kernel_size=5,out_channels=8,stride=1","(8, 128, 96, 96)",1.788ms,1.798ms
ConvTranspose2d,"in_channels=128,kernel_size=5,out_channels=8,stride=1","(8, 128, 256, 256)",9.443ms,12.564ms
ConvTranspose2d,"in_channels=128,kernel_size=5,out_channels=8,stride=1","(8, 128, 640, 640)",32.898ms,32.503ms
ConvTranspose2d,"in_channels=128,kernel_size=5,out_channels=8,stride=2","(1, 128, 96, 96)",0.514ms,0.145ms
ConvTranspose2d,"in_channels=128,kernel_size=5,out_channels=8,stride=2","(1, 128, 256, 256)",1.196ms,0.81ms
ConvTranspose2d,"in_channels=128,kernel_size=5,out_channels=8,stride=2","(1, 128, 640, 640)",5.608ms,5.246ms
ConvTranspose2d,"in_channels=128,kernel_size=5,out_channels=8,stride=2","(8, 128, 96, 96)",1.322ms,0.967ms
ConvTranspose2d,"in_channels=128,kernel_size=5,out_channels=8,stride=2","(8, 128, 256, 256)",6.514ms,6.125ms
ConvTranspose2d,"in_channels=128,kernel_size=5,out_channels=8,stride=2","(8, 128, 640, 640)",44.081ms,43.690ms
ConvTranspose2d,"in_channels=128,kernel_size=5,out_channels=32,stride=1","(1, 128, 96, 96)",0.855ms,0.434ms
ConvTranspose2d,"in_channels=128,kernel_size=5,out_channels=32,stride=1","(1, 128, 256, 256)",3.055ms,2.625ms
ConvTranspose2d,"in_channels=128,kernel_size=5,out_channels=32,stride=1","(1, 128, 640, 640)",14.173ms,13.741ms
ConvTranspose2d,"in_channels=128,kernel_size=5,out_channels=32,stride=1","(8, 128, 96, 96)",2.134ms,2.491ms
ConvTranspose2d,"in_channels=128,kernel_size=5,out_channels=32,stride=1","(8, 128, 256, 256)",11.457ms,15.794ms
ConvTranspose2d,"in_channels=128,kernel_size=5,out_channels=32,stride=1","(8, 128, 640, 640)",60.186ms,86.661ms
ConvTranspose2d,"in_channels=128,kernel_size=5,out_channels=32,stride=2","(1, 128, 96, 96)",0.806ms,0.433ms
ConvTranspose2d,"in_channels=128,kernel_size=5,out_channels=32,stride=2","(1, 128, 256, 256)",3.123ms,2.741ms
ConvTranspose2d,"in_channels=128,kernel_size=5,out_channels=32,stride=2","(1, 128, 640, 640)",17.530ms,17.151ms
ConvTranspose2d,"in_channels=128,kernel_size=5,out_channels=32,stride=2","(8, 128, 96, 96)",3.509ms,3.130ms
ConvTranspose2d,"in_channels=128,kernel_size=5,out_channels=32,stride=2","(8, 128, 256, 256)",21.474ms,21.092ms
ConvTranspose2d,"in_channels=128,kernel_size=5,out_channels=32,stride=2","(8, 128, 640, 640)",141.118ms,140.732ms
ConvTranspose2d,"in_channels=128,kernel_size=5,out_channels=64,stride=1","(1, 128, 96, 96)",1.181ms,0.779ms
ConvTranspose2d,"in_channels=128,kernel_size=5,out_channels=64,stride=1","(1, 128, 256, 256)",4.960ms,4.514ms
ConvTranspose2d,"in_channels=128,kernel_size=5,out_channels=64,stride=1","(1, 128, 640, 640)",26.339ms,25.906ms
ConvTranspose2d,"in_channels=128,kernel_size=5,out_channels=64,stride=1","(8, 128, 96, 96)",2.957ms,2.482ms
ConvTranspose2d,"in_channels=128,kernel_size=5,out_channels=64,stride=1","(8, 128, 256, 256)",16.244ms,15.763ms
ConvTranspose2d,"in_channels=128,kernel_size=5,out_channels=64,stride=1","(8, 128, 640, 640)",100.393ms,126.702ms
ConvTranspose2d,"in_channels=128,kernel_size=5,out_channels=64,stride=2","(1, 128, 96, 96)",1.231ms,0.826ms
ConvTranspose2d,"in_channels=128,kernel_size=5,out_channels=64,stride=2","(1, 128, 256, 256)",5.607ms,5.226ms
ConvTranspose2d,"in_channels=128,kernel_size=5,out_channels=64,stride=2","(1, 128, 640, 640)",33.278ms,32.897ms
ConvTranspose2d,"in_channels=128,kernel_size=5,out_channels=64,stride=2","(8, 128, 96, 96)",6.363ms,5.969ms
ConvTranspose2d,"in_channels=128,kernel_size=5,out_channels=64,stride=2","(8, 128, 256, 256)",40.111ms,39.731ms
ConvTranspose2d,"in_channels=128,kernel_size=5,out_channels=64,stride=2","(8, 128, 640, 640)",266.779ms,266.391ms
Upsample,"mode ='nearest',scale_factor =8","(1, 1, 96, 96)",0.307ms,0.013ms
Upsample,"mode ='nearest',scale_factor =8","(1, 4, 96, 96)",0.256ms,0.03ms
Upsample,"mode ='nearest',scale_factor =8","(1, 1, 128, 128)",0.244ms,0.018ms
Upsample,"mode ='nearest',scale_factor =8","(1, 4, 128, 128)",0.244ms,0.049ms
Upsample,"mode ='nearest',scale_factor =8","(4, 1, 96, 96)",0.246ms,0.03ms
Upsample,"mode ='nearest',scale_factor =8","(4, 4, 96, 96)",0.35ms,0.132ms
Upsample,"mode ='nearest',scale_factor =8","(4, 1, 128, 128)",0.271ms,0.049ms
Upsample,"mode ='nearest',scale_factor =8","(4, 4, 128, 128)",0.42ms,0.195ms
Upsample,"mode ='nearest',scale_factor =32","(1, 1, 96, 96)",0.388ms,0.144ms
Upsample,"mode ='nearest',scale_factor =32","(1, 4, 96, 96)",0.578ms,0.366ms
Upsample,"mode ='nearest',scale_factor =32","(1, 1, 128, 128)",0.459ms,0.252ms
Upsample,"mode ='nearest',scale_factor =32","(1, 4, 128, 128)",0.901ms,0.691ms
Upsample,"mode ='nearest',scale_factor =32","(4, 1, 96, 96)",0.626ms,0.388ms
Upsample,"mode ='nearest',scale_factor =32","(4, 4, 96, 96)",1.749ms,1.533ms
Upsample,"mode ='nearest',scale_factor =32","(4, 1, 128, 128)",0.916ms,0.686ms
Upsample,"mode ='nearest',scale_factor =32","(4, 4, 128, 128)",2.964ms,2.741ms
Upsample,"mode ='nearest',scale_factor =64","(1, 1, 96, 96)",0.746ms,0.532ms
Upsample,"mode ='nearest',scale_factor =64","(1, 4, 96, 96)",1.723ms,1.511ms
Upsample,"mode ='nearest',scale_factor =64","(1, 1, 128, 128)",1.152ms,0.943ms
Upsample,"mode ='nearest',scale_factor =64","(1, 4, 128, 128)",2.911ms,2.699ms
Upsample,"mode ='nearest',scale_factor =64","(4, 1, 96, 96)",1.757ms,1.543ms
Upsample,"mode ='nearest',scale_factor =64","(4, 4, 96, 96)",6.258ms,6.029ms
Upsample,"mode ='nearest',scale_factor =64","(4, 1, 128, 128)",2.944ms,2.723ms
Upsample,"mode ='nearest',scale_factor =64","(4, 4, 128, 128)",11.277ms,11.056ms
Upsample,"align_corners =True,mode ='bilinear',scale_factor =8","(1, 1, 96, 96)",0.26ms,0.02ms
Upsample,"align_corners =True,mode ='bilinear',scale_factor =8","(1, 4, 96, 96)",0.246ms,0.033ms
Upsample,"align_corners =True,mode ='bilinear',scale_factor =8","(1, 1, 128, 128)",0.248ms,0.034ms
Upsample,"align_corners =True,mode ='bilinear',scale_factor =8","(1, 4, 128, 128)",0.273ms,0.062ms
Upsample,"align_corners =True,mode ='bilinear',scale_factor =8","(4, 1, 96, 96)",0.249ms,0.039ms
Upsample,"align_corners =True,mode ='bilinear',scale_factor =8","(4, 4, 96, 96)",0.361ms,0.11ms
Upsample,"align_corners =True,mode ='bilinear',scale_factor =8","(4, 1, 128, 128)",0.28ms,0.07ms
Upsample,"align_corners =True,mode ='bilinear',scale_factor =8","(4, 4, 128, 128)",0.386ms,0.195ms
Upsample,"align_corners =True,mode ='bilinear',scale_factor =32","(1, 1, 96, 96)",0.474ms,0.289ms
Upsample,"align_corners =True,mode ='bilinear',scale_factor =32","(1, 4, 96, 96)",0.654ms,0.467ms
Upsample,"align_corners =True,mode ='bilinear',scale_factor =32","(1, 1, 128, 128)",0.692ms,0.512ms
Upsample,"align_corners =True,mode ='bilinear',scale_factor =32","(1, 4, 128, 128)",0.934ms,0.752ms
Upsample,"align_corners =True,mode ='bilinear',scale_factor =32","(4, 1, 96, 96)",0.738ms,0.551ms
Upsample,"align_corners =True,mode ='bilinear',scale_factor =32","(4, 4, 96, 96)",1.824ms,1.604ms
Upsample,"align_corners =True,mode ='bilinear',scale_factor =32","(4, 1, 128, 128)",1.133ms,0.956ms
Upsample,"align_corners =True,mode ='bilinear',scale_factor =32","(4, 4, 128, 128)",3.013ms,2.781ms
Upsample,"align_corners =True,mode ='bilinear',scale_factor =64","(1, 1, 96, 96)",1.342ms,1.141ms
Upsample,"align_corners =True,mode ='bilinear',scale_factor =64","(1, 4, 96, 96)",1.834ms,1.648ms
Upsample,"align_corners =True,mode ='bilinear',scale_factor =64","(1, 1, 128, 128)",2.209ms,2.026ms
Upsample,"align_corners =True,mode ='bilinear',scale_factor =64","(1, 4, 128, 128)",3.098ms,2.914ms
Upsample,"align_corners =True,mode ='bilinear',scale_factor =64","(4, 1, 96, 96)",2.317ms,2.122ms
Upsample,"align_corners =True,mode ='bilinear',scale_factor =64","(4, 4, 96, 96)",6.318ms,6.097ms
Upsample,"align_corners =True,mode ='bilinear',scale_factor =64","(4, 1, 128, 128)",4.005ms,3.771ms
Upsample,"align_corners =True,mode ='bilinear',scale_factor =64","(4, 4, 128, 128)",11.135ms,10.925ms
Upsample,"align_corners =True,mode ='bicubic',scale_factor =8","(1, 1, 96, 96)",0.252ms,0.033ms
Upsample,"align_corners =True,mode ='bicubic',scale_factor =8","(1, 4, 96, 96)",0.272ms,0.077ms
Upsample,"align_corners =True,mode ='bicubic',scale_factor =8","(1, 1, 128, 128)",0.254ms,0.062ms
Upsample,"align_corners =True,mode ='bicubic',scale_factor =8","(1, 4, 128, 128)",0.335ms,0.143ms
Upsample,"align_corners =True,mode ='bicubic',scale_factor =8","(4, 1, 96, 96)",0.276ms,0.082ms
Upsample,"align_corners =True,mode ='bicubic',scale_factor =8","(4, 4, 96, 96)",0.463ms,0.263ms
Upsample,"align_corners =True,mode ='bicubic',scale_factor =8","(4, 1, 128, 128)",0.337ms,0.143ms
Upsample,"align_corners =True,mode ='bicubic',scale_factor =8","(4, 4, 128, 128)",0.648ms,0.449ms
Upsample,"align_corners =True,mode ='bicubic',scale_factor =32","(1, 1, 96, 96)",0.703ms,0.509ms
Upsample,"align_corners =True,mode ='bicubic',scale_factor =32","(1, 4, 96, 96)",1.362ms,1.168ms
Upsample,"align_corners =True,mode ='bicubic',scale_factor =32","(1, 1, 128, 128)",1.092ms,0.902ms
Upsample,"align_corners =True,mode ='bicubic',scale_factor =32","(1, 4, 128, 128)",2.256ms,2.065ms
Upsample,"align_corners =True,mode ='bicubic',scale_factor =32","(4, 1, 96, 96)",1.365ms,1.172ms
Upsample,"align_corners =True,mode ='bicubic',scale_factor =32","(4, 4, 96, 96)",4.044ms,3.850ms
Upsample,"align_corners =True,mode ='bicubic',scale_factor =32","(4, 1, 128, 128)",2.270ms,2.078ms
Upsample,"align_corners =True,mode ='bicubic',scale_factor =32","(4, 4, 128, 128)",7.092ms,6.894ms
Upsample,"align_corners =True,mode ='bicubic',scale_factor =64","(1, 1, 96, 96)",2.203ms,2.008ms
Upsample,"align_corners =True,mode ='bicubic',scale_factor =64","(1, 4, 96, 96)",4.841ms,4.644ms
Upsample,"align_corners =True,mode ='bicubic',scale_factor =64","(1, 1, 128, 128)",3.789ms,3.598ms
Upsample,"align_corners =True,mode ='bicubic',scale_factor =64","(1, 4, 128, 128)",8.416ms,8.224ms
Upsample,"align_corners =True,mode ='bicubic',scale_factor =64","(4, 1, 96, 96)",4.812ms,4.619ms
Upsample,"align_corners =True,mode ='bicubic',scale_factor =64","(4, 4, 96, 96)",15.532ms,15.330ms
Upsample,"align_corners =True,mode ='bicubic',scale_factor =64","(4, 1, 128, 128)",8.473ms,8.264ms
Upsample,"align_corners =True,mode ='bicubic',scale_factor =64","(4, 4, 128, 128)",27.539ms,27.328ms
Upsample,"mode ='nearest',scale_factor =8","(1, 1, 96, 96)",0.235ms,0.012ms
Upsample,"mode ='nearest',scale_factor =8","(1, 4, 96, 96)",0.222ms,0.029ms
Upsample,"mode ='nearest',scale_factor =8","(1, 1, 128, 128)",0.212ms,0.017ms
Upsample,"mode ='nearest',scale_factor =8","(1, 4, 128, 128)",0.236ms,0.048ms
Upsample,"mode ='nearest',scale_factor =8","(4, 1, 96, 96)",0.214ms,0.03ms
Upsample,"mode ='nearest',scale_factor =8","(4, 4, 96, 96)",0.317ms,0.128ms
Upsample,"mode ='nearest',scale_factor =8","(4, 1, 128, 128)",0.233ms,0.047ms
Upsample,"mode ='nearest',scale_factor =8","(4, 4, 128, 128)",0.384ms,0.191ms
Upsample,"mode ='nearest',scale_factor =32","(1, 1, 96, 96)",0.322ms,0.137ms
